date	average_transaction_value
2021-10-03	118.365219
2021-10-02	122.821697
2021-10-01	124.074183
2021-09-30	68.527243
2021-09-29	98.987413
2021-09-28	130.333595
2021-09-27	133.793897
2021-09-26	123.029854
2021-09-25	107.448152
2021-09-24	141.593114
2021-09-23	155.928162
2021-09-22	118.021547
2021-09-21	113.892885
2021-09-20	359.460541
2021-09-19	397.595065
2021-09-18	118.674061
2021-09-17	61.946099
2021-09-16	142.92695
2021-09-15	125.411171
2021-09-14	126.423811
2021-09-13	101.536538
2021-09-12	111.385236
2021-09-11	88.172212
2021-09-10	83.847396
2021-09-09	69.012497
2021-09-08	97.211378
2021-09-07	118.147975
2021-09-06	153.286242
2021-09-05	156.456534
2021-09-04	109.198025
2021-09-03	97.044999
2021-09-02	104.674644
2021-09-01	131.704724
2021-08-31	128.103663
2021-08-30	90.359031
2021-08-29	87.511043
2021-08-28	109.487411
2021-08-27	106.950571
2021-08-26	106.335813
2021-08-25	126.03642
2021-08-24	167.07364
2021-08-23	146.546435
2021-08-22	156.265618
2021-08-21	132.56691
2021-08-20	152.118221
2021-08-19	175.162846
2021-08-18	185.294253
2021-08-17	170.627333
2021-08-16	167.084715
2021-08-15	86.467421
2021-08-14	136.655163
2021-08-13	82.051438
2021-08-12	137.019198
2021-08-11	169.033339
2021-08-10	190.456854
2021-08-09	201.312193
2021-08-08	146.488354
2021-08-07	144.274056
2021-08-06	99.291437
2021-08-05	139.536807
2021-08-04	119.186891
2021-08-03	133.098881
2021-08-02	121.164369
2021-08-01	121.138297
2021-07-31	110.700347
2021-07-30	95.778648
2021-07-29	111.271856
2021-07-28	135.988944
2021-07-27	101.743125
2021-07-26	114.909313
2021-07-25	137.765899
2021-07-24	139.457431
2021-07-23	179.387521
2021-07-22	149.301036
2021-07-21	97.888229
2021-07-20	136.050145
2021-07-19	169.841064
2021-07-18	161.641374
2021-07-17	162.353957
2021-07-16	167.619077
2021-07-15	205.585459
2021-07-14	144.162107
2021-07-13	186.07978
2021-07-12	164.096742
2021-07-11	131.903059
2021-07-10	111.189509
2021-07-09	168.815236
2021-07-08	185.152231
2021-07-07	133.70647
2021-07-06	131.677833
2021-07-05	98.954494
2021-07-04	121.893417
2021-07-03	126.955943
2021-07-02	137.24969
2021-07-01	102.46534
2021-06-30	122.060798
2021-06-29	119.960459
2021-06-28	136.944726
2021-06-27	115.201736
2021-06-26	92.156538
2021-06-25	113.969053
2021-06-24	117.470841
2021-06-23	102.949167
2021-06-22	156.565283
2021-06-21	165.228781
2021-06-20	173.018959
2021-06-19	172.407749
2021-06-18	107.080285
2021-06-17	113.604845
2021-06-16	152.358819
2021-06-15	185.06812
2021-06-14	145.602642
2021-06-13	159.570233
2021-06-12	148.293579
2021-06-11	161.801751
2021-06-10	159.635625
2021-06-09	159.606429
2021-06-08	169.643719
2021-06-07	179.901926
2021-06-06	132.384249
2021-06-05	136.147425
2021-06-04	160.899548
2021-06-03	206.380059
2021-06-02	204.133096
2021-06-01	174.359031
2021-05-31	189.144981
2021-05-30	160.508789
2021-05-29	111.934927
2021-05-28	140.545674
2021-05-27	138.948301
2021-05-26	163.529819
2021-05-25	144.983538
2021-05-24	166.243791
2021-05-23	149.898168
2021-05-22	130.973168
2021-05-21	145.275675
2021-05-20	212.818801
2021-05-19	158.023881
2021-05-18	117.161569
2021-05-17	162.238855
2021-05-16	172.126281
2021-05-15	172.857206
2021-05-14	157.130973
2021-05-13	122.265257
2021-05-12	169.031561
2021-05-11	165.238974
2021-05-10	221.542996
2021-05-09	168.744378
2021-05-08	179.393998
2021-05-07	182.29432
2021-05-06	134.35262
2021-05-05	103.882613
2021-05-04	106.696735
2021-05-03	114.987132
2021-05-02	144.457011
2021-05-01	115.423995
2021-04-30	81.28256
2021-04-29	88.195291
2021-04-28	51.703605
2021-04-27	40.447693
2021-04-26	64.914811
2021-04-25	37.772157
2021-04-24	43.417439
2021-04-23	63.475207
2021-04-22	48.603556
2021-04-21	49.784605
2021-04-20	39.166576
2021-04-19	46.960037
2021-04-18	49.729859
2021-04-17	50.393405
2021-04-16	48.81686
2021-04-15	49.679149
2021-04-14	43.606755
2021-04-13	39.407271
2021-04-12	44.363276
2021-04-11	38.999585
2021-04-10	38.119946
2021-04-09	32.990901
2021-04-08	31.096298
2021-04-07	38.454328
2021-04-06	54.102186
2021-04-05	40.529299
2021-04-04	38.432233
2021-04-03	39.787103
2021-04-02	33.811384
2021-04-01	38.417866
2021-03-31	38.773513
2021-03-30	33.775801
2021-03-29	29.886538
2021-03-28	31.770027
2021-03-27	29.738495
2021-03-26	35.800826
2021-03-25	39.995959
2021-03-24	37.693584
2021-03-23	39.004791
2021-03-22	39.528124
2021-03-21	25.135661
2021-03-20	38.686785
2021-03-19	28.773773
2021-03-18	32.910831
2021-03-17	35.578348
2021-03-16	45.925362
2021-03-15	40.744668
2021-03-14	29.760851
2021-03-13	28.633042
2021-03-12	33.784011
2021-03-11	34.487712
2021-03-10	35.666014
2021-03-09	34.359913
2021-03-08	31.031257
2021-03-07	35.840713
2021-03-06	28.303214
2021-03-05	33.966697
2021-03-04	36.834786
2021-03-03	37.480252
2021-03-02	36.017266
2021-03-01	38.269337
2021-02-28	38.448915
2021-02-27	33.461603
2021-02-26	43.044686
2021-02-25	41.95009
2021-02-24	45.607569
2021-02-23	44.80821
2021-02-22	43.30672
2021-02-21	41.45511
2021-02-20	43.973946
2021-02-19	33.416599
2021-02-18	42.524579
2021-02-17	46.644582
2021-02-16	47.623468
2021-02-15	41.419868
2021-02-14	39.850291
2021-02-13	39.510487
2021-02-12	31.452425
2021-02-11	39.112618
2021-02-10	37.826779
2021-02-09	43.341306
2021-02-08	41.742846
2021-02-07	46.032657
2021-02-06	47.905733
2021-02-05	47.06712
2021-02-04	48.025806
2021-02-03	57.666329
2021-02-02	40.671433
2021-02-01	48.102681
2021-01-31	47.965188
2021-01-30	55.231689
2021-01-29	55.184638
2021-01-28	45.543576
